status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,category
382292181979997_861626674046543,"Esse 091barboutique é f... mesmo! 
Cheio de tudo para você. 
Chega cedo heim!
Te liga no horário.",,photo,https://www.facebook.com/091barboutique/photos/a.382298751979340.1073741828.382292181979997/861626647379879/?type=3,2018-05-04 20:41:07,7,1,0,6,1,0,0,0,0,0,N/A
145954288799317_1828558197205576,"Domingo é dia de pizza no #StudioPubBelem !! Rodízio de pizza das 19h às 23h por 29,90 🍕",Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1828558197205576/?type=3,2018-05-20 13:25:41,4,0,0,4,0,0,0,0,0,0,2
767414033274068_2008029055879220,"Delicioso e nutritivo, o Filé mignon em crosta de cebolas caramelizadas vai deixar seu domingo mais leve. Os medalhões de filé mignon ainda acompanham farofa de ovo funcional e macaxeira salteada na ghee. Gostou? Funcionamos até às 16h, esperamos por vocês!",Timeline Photos,photo,https://www.facebook.com/graoculinariasaudavel/photos/a.809742745707863.1073741828.767414033274068/2008029055879220/?type=3,2018-02-04 10:01:45,11,0,0,10,1,0,0,0,0,0,2
2088581698033618_2478049569086827,"Vai essa combinação de Chopp gelado + Henry Ford? 

#beer #cerveja #ontap #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",Timeline Photos,photo,https://www.facebook.com/ironpuboficial/photos/a.2091514204407034.1073741828.2088581698033618/2478049569086827/?type=3,2018-02-22 16:05:20,0,0,0,0,0,0,0,0,0,0,2
550551258323885_1673009682744698,"Aniversariantes do mês de abril ! 
Comemore seu aniversário sábado no Clubinho Sertanejo, envie sua lista, reserve um lugar. Zap: 98104-1931 ! 
#Curte #Marque2amigas",,photo,https://www.facebook.com/Armazemdomoreira/photos/a.642999835745693.1073741907.550551258323885/1673009666078033/?type=3,2018-04-09 09:56:25,311,5,3,308,3,0,0,0,0,0,N/A
339885999423004_1662629297148661,"Hoje é dia de Villa Aurora !!! Farra Boa, com Luann Kassyo, Beto & Naldo e Thiago Costa !!! Palco 360 graus, venha se divertir na melhor casa de shows do Norte do Brasil !! O villa é o villa !!",Timeline Photos,photo,https://www.facebook.com/ovillaeovilla/photos/a.340740792670858.75079.339885999423004/1662629297148661/?type=3,2018-04-21 11:39:39,0,0,0,0,0,0,0,0,0,0,2
1204328962960130_1712791935447161,"DOM 25/02 #Luxuoso Biruta Estilizado
Promoção Camarote Estilizado
1 - Curta Nossa página 
2 - Marque 5 amigos 
3 - Curta + Compartilhe o Flyer
Concorra:
3 - Baldes de Cerveja 
5 - Ingressos Camarotes
5 - Copos 
Lista Vip/Camarotes: 98994-7972 wpp",,photo,https://www.facebook.com/BirutaSunsetOficiall/photos/a.1420435974682760.1073741829.1204328962960130/1712791505447204/?type=3,2018-02-20 21:04:51,2,1,0,2,0,0,0,0,0,0,3
116332215167626_1226692084131628,"Aquele momento que você está almoçando e não para de pensar naquele mega almoço maravilhoso das galáxias do universo todo do final de semana!

De sexta a domingo tem ALMOÇO DO MORMAÇO!
🍴SEXTA: música de leve pra você relaxar e se preparar pro final de semana.
🍴SÁBADO: música ao vivo com sangue bom e talentoso FLAVIANO RAMOS.
🍴DOMINGO: a música fica a cargo do maravilhoso BETINHO SOUSA.

Inf/cardápio pelo WhatsApp:
981796272 ↔️ 980437275

#VemSexta #Sabado #Domingo #Almoco #Mormaço",Photos from Mormaço bar & arte's post,photo,https://www.facebook.com/mormacobarearte/photos/a.424421924358652.1073741826.116332215167626/1226691977464972/?type=3,2018-05-02 11:48:00,4,4,0,4,0,0,0,0,0,0,2
473765826091943_1223305211137997,"Caldinho de abóbora com frango, quentinho e cheio de saúde para o seu jantar 🍲❤🍅",Timeline Photos,photo,https://www.facebook.com/SanteSaudavel/photos/a.477306952404497.1073741828.473765826091943/1223305211137997/?type=3,2018-04-13 17:30:36,0,0,0,0,0,0,0,0,0,0,2
1075223355877711_1677843665615674,"À todos aqueles que estão todos os dias ao nosso lado, construindo com a gente nosso sonho.
E à todos nós, os trabalhadores lutadores brasileiros:
Parabéns pelo Dia do Trabalhador!
...
#ElPatron #DiaDoTrabalho #Feriado",Timeline Photos,photo,https://www.facebook.com/elpatronbelem/photos/a.1086193118114068.1073741828.1075223355877711/1677843665615674/?type=3,2018-05-01 09:35:06,3,0,1,3,0,0,0,0,0,0,N/A
473765826091943_1252720021529849,Sexta-feira linda e radiante. Que tal pedir o risoto que você mais gosta? 😍,Timeline Photos,photo,https://www.facebook.com/SanteSaudavel/photos/a.477306952404497.1073741828.473765826091943/1252720021529849/?type=3,2018-06-01 07:30:48,0,0,0,0,0,0,0,0,0,0,2
1549033165419320_2112925225696775,"Marca aquele amigo que adora um camarão empanado! No rodízio prime você conta com todas as opções de entradas da casa! Bora de Sushi Boulevard!? 🍤💕
Nossas unidades:
🎌 Batista Campos - Rua dos Pariquis, 1712
🎌 Av. Senador Lemos, 356 
🎌 Av. Duque de Caxias, 510
🛵📲 Delivery:
2121-4463",Timeline Photos,photo,https://www.facebook.com/sushiboulevard/photos/a.1576384469350856.1073741828.1549033165419320/2112925225696775/?type=3,2018-04-19 15:59:31,3,1,0,3,0,0,0,0,0,0,N/A
292079807493212_1914784801889363,"A nossa história, algumas receitas clássicas... confessamos que ainda ficamos bobos e sempre olhamos o livro Cozinha de Origem, disponível na #MerceariaRemanso 📗",,photo,https://www.facebook.com/RemansoDoBosque/photos/a.315327405168452.81397.292079807493212/1914784055222771/?type=3,2018-03-31 09:28:36,21,2,0,18,3,0,0,0,0,0,6
1097744557021807_1522605127869079,"Mores, bateu a vontade de uma festinha pop pra aquecer pro fim de semana? Então cola aqui, que hoje tem No Laço da Rabiola pra tu dançar muito funk, pop, brega e muitcho maisss. O nosso happy hour vai até 21h e depois ainda tem promoção de breja! Entrada gratuita até 20h. 

No Laço da Rabiola no Ziggy Hostel Club",,video,https://www.facebook.com/ziggyhostelclub/videos/1522605127869079/,2018-05-03 14:00:01,9,0,0,4,0,0,5,0,0,0,2
806482059381296_2134965676532921,Ié ié ié,Helpers Band -  Beatles Cover,photo,https://www.facebook.com/helpersband/photos/a.179303808843015.32002.119881288118601/1432952270144823/?type=3,2018-05-16 19:13:46,4,0,0,3,1,0,0,0,0,0,0
1736205943304543_2088617278063406,"Happy hour de 18 ás 21 hr, show de comédia e depois muita onda que só o The Way tem. #happyhour #comedyclub #humor #standup",Timeline Photos,photo,https://www.facebook.com/thewaypub/photos/a.1774721209453016.1073741827.1736205943304543/2088617278063406/?type=3,2018-05-03 11:20:42,5,1,0,5,0,0,0,0,0,0,N/A
401325173272384_1798343700237184,"Aproveite o buffet de almoço do Capone.
Temos opções muito saborosas para você.
 
#caponeristorante #estaçãodasdocas #belém",,photo,https://www.facebook.com/CaponeRistorante/photos/a.404761552928746.93629.401325173272384/1798343276903893/?type=3,2018-01-26 10:00:00,1,0,0,1,0,0,0,0,0,0,2
116332215167626_1181116825355821,Até o Ronaldinho gaúcho veio conhecer o Mormaço 😄😛,,photo,https://www.facebook.com/mormacobarearte/photos/a.424421924358652.1073741826.116332215167626/1181116752022495/?type=3,2018-02-19 15:24:47,806,55,163,603,45,11,147,0,0,0,N/A
473765826091943_1176849015783617,"Vamos de pizza em dobro hoje? 🍕🍕Na compra de uma margherita você ganha outra! 
Crocante, saudável e fresquinha pra você! ❤
Promoção válida apenas para pedidos pelo app Santé Delivery com cupom de desconto!",Timeline Photos,photo,https://www.facebook.com/SanteSaudavel/photos/a.477306952404497.1073741828.473765826091943/1176849015783617/?type=3,2018-01-31 16:02:37,1,0,0,1,0,0,0,0,0,0,4
938200289567412_1569869709733797,"De segunda à quinta tem Happy Hour de chopp Tijuca no Cité. O mais gelado chopp da cidade por R$ 6,50 das 18h às 21h. Vem aproveitar!! 🍺
-
#vemprocité #cité #cite2018 #citebelem #restaurantecité #happyhour #chopp #tijuca #instafood #tasty #belem #pará.",Instagram Photos,photo,https://www.facebook.com/citegastronomiaboemia/photos/a.1411707128883390.1073741830.938200289567412/1569869709733797/?type=3,2018-01-29 09:55:34,0,0,0,0,0,0,0,0,0,0,2
767414033274068_2116266951722096,Já se alimentou bem neste início de semana? Que tal aproveitar a nossa terça sem taxa e começar uma vida mais saudável hoje? No nosso delivery não temos intervalo 💛. Faça seu pedido através dos nossos contatos (91) 98910-2505 / (91) 3222-6056. Estamos ansiosos para lhe atender!,Timeline Photos,photo,https://www.facebook.com/graoculinariasaudavel/photos/a.809742745707863.1073741828.767414033274068/2116266951722096/?type=3,2018-05-08 09:31:29,4,0,0,4,0,0,0,0,0,0,2
214914425310785_1181685505300334,"A comida aqui é feita com uma fórmula muito conhecida por todas as mães, o amor. 
Estaremos abertos no dia das mães, com um cardápio especial para elas. 
No dia 13/05 Comemore o dia dela aqui. 

#RestauranteAvenida #RestauranteAvenidaCuiaba #DiadasMaes2018",,photo,https://www.facebook.com/restauranteavenidamt/photos/a.214922798643281.53927.214914425310785/1181683118633906/?type=3,2018-05-09 16:40:00,9,0,4,9,0,0,0,0,0,0,2
1491715331132829_1793753880928971,Sexta tem música ao vivo aqui no Malino’s e com HAPPY HOUR até 22h. Você não vai querer perder essa hein!!!,Timeline Photos,photo,https://www.facebook.com/malinosburger/photos/a.1491719347799094.1073741827.1491715331132829/1793753880928971/?type=3,2018-02-28 08:15:46,4,0,0,4,0,0,0,0,0,0,2
1549061578692287_2029166050681835,Chegamos ao @metropoleananindeua 🤗🤗🤗,Photos from Hells Bar N Burgers's post,photo,https://www.facebook.com/HellsBarNBurgers/photos/a.1913910582207383.1073741880.1549061578692287/2029165894015184/?type=3,2018-04-21 18:26:12,949,87,10,801,121,24,3,0,0,0,N/A
195865673917523_753032278200857,"Rock Unplugged na área! 
Daqui há pouco, Markinho Duran!!! 
Chega mais ♪🍹🙋 

OLD SCHOOL GASTROPUB
👉 Funcionamento: de terça à sábado, à partir das 18h

👉 Happy Hour, de terça a sábado, das 18 às 21h, com chopp Devassa puro malte a R$3,99

📱Central de informações e reservas: 99811-4389
🌎 Av Brás de Aguiar 304 (entre Benjamin Constant e Dr. Morares)",,video,https://www.facebook.com/oldschoolgastropub/videos/753032278200857/,2018-03-23 21:46:36,668,93,59,567,84,12,4,0,1,0,2
145954288799317_1845595245501871,"Quinta, 20:30h tem o lançamento do EP País da Propina do cantor Sanddro no @StudioPubBelem ! Vale conferir e apoiar os músicos paraenses!",Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1845595245501871/?type=3,2018-06-06 08:51:51,1,0,0,0,1,0,0,0,0,0,1
750347364987216_1741945892494020,"Hoje é dia de Black Tuesday!! 😎🤘🏻
Já sabe como funciona? Na compra de qlqr Burger, vc ganha o Combo Big Black(batata ou onion+refri)🍟🍔
Temos a melhor estrutura para lhe atender...estacionamento privativo, segurança e fácil acesso 🚘🚲🛵
📍Av. Gentil esquina com Alcindo Cacela (anexo ao posto redentor) @ Black Burger",Photos from Black Burger's post,photo,https://www.facebook.com/blackburgerbelem/photos/a.1451991661489446.1073741829.750347364987216/1741945729160703/?type=3,2018-04-03 10:54:20,23,6,0,21,1,1,0,0,0,0,4
1489444684606203_1929550880595579,"Quando foi a última vez que você comeu maniçoba?

Prato 1
Dhal de ervilhas com legumes
Lasanha 3 queijos com molho vermelho e molho de espinafre
Banana verde chips com gersal
Salada ■ Suco
Sobremesa: Torta cream chease com calda de ameixa fresca

Prato 2
Arroz integral com jambu
Maniçoba vegetariana
Banana verde chips com gersal
Farofinha crocante de soja
Salada ■ Suco
Sobremesa: Torta cream chease com calda de ameixa fresca

Prato 3
Arroz integral com jambu
Bobó vegetariano
Coxinha de ricota e tomate seco
Farofa de milho com feijão da colônia
Salada ■ Suco
Sobremesa: Torta cream chease com calda de ameixa fresca
Delivery 🏍
WhatsApp (91) 99804-3493*
Ou pelos fones: 3222-2272 / 3242-1724
*Pedidos somente das 8h às 11h da manhã (pedidos após esse horário não serão aceitos)

Endereço:
Travessa Padre Prudêncio, 166 - entre Manoel Barata e Ó de Almeida - Campina - Belém – PA

#vegetariano #comida #vegana #vegano #salada #belem #RestauranteGovinda #restauranteBelem",Timeline Photos,photo,https://www.facebook.com/govinda.restaurantevegetariano/photos/a.1490128157871189.1073741828.1489444684606203/1929550880595579/?type=3,2018-02-16 04:01:17,1070,31,44,991,48,31,0,0,0,0,2
473765826091943_1244836068984911,É muito mignon nesse sanduíche!!! Bem recheado e com pão integral para matar sua fome e deixar sua consciência levinha!,Timeline Photos,photo,https://www.facebook.com/SanteSaudavel/photos/a.477306952404497.1073741828.473765826091943/1244836068984911/?type=3,2018-05-19 18:00:42,0,0,0,0,0,0,0,0,0,0,2
121706961234724_1876862339052502,"Dizem que comer salmão três vezes por semana melhora o seu humor. Nós te damos uma ajudinha com o incrível Salmão com risoto, queijo do marajó e pesto de jambu.
Foto: Claudia Di Giorgio
#amazônia #sushi #gastronomia #cozinhaasiática #salmão #peixe",Timeline Photos,photo,https://www.facebook.com/SushiRuyBarbosa/photos/a.212123888859697.52109.121706961234724/1876862339052502/?type=3,2018-01-29 16:00:54,5,1,0,4,1,0,0,0,0,0,2
1549061578692287_2029543670644073,"INAUGURAÇÃO DA UNIDADE SHOPPING METRÓPOLE

Para você que não deu para vir na inauguração da Hells Bar n Burgers, no Shopping Metrópole Ananindeua um pouco como foi🤗🤗🤗
A gente se encontra no 2piso, na frente das lojas americanas🐻
Horário de segunda a domingo a partir das 12hs",INAUGURAÇÃO UNIDADE SHOPPING METROPOLE,video,https://www.facebook.com/HellsBarNBurgers/videos/2029543670644073/,2018-04-22 14:53:02,315,8,1,310,5,0,0,0,0,0,7
2088581698033618_2518316358393481,"Vai um burger de costela bovina para devorar e saciar a fome? Vem que o nosso H.G. Wells está te aguardando. Estamos abertos à partir das 18h.

#beer #cerveja #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",Timeline Photos,photo,https://www.facebook.com/ironpuboficial/photos/a.2091514204407034.1073741828.2088581698033618/2518316358393481/?type=3,2018-04-17 16:03:23,3,0,2,3,0,0,0,0,0,0,2
145954288799317_1820997251295004,Sua noite de sábado pode ser muito bem acompanhada ❤️🍕🍺,Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1820997251295004/?type=3,2018-05-12 18:16:46,2,0,0,2,0,0,0,0,0,0,0
145954288799317_1843924612335601,"Ops, I did it again, e a festa TEENEGE 90 voltou!
Liga pra todas as suas amigas de Beverly Hills e avisa que a festa vai ser só pra aqueles que viajaram na nave da Xuxa, viu as quatros estações passarem com a Sandy e Júnior e pra quem achou que Rose foi egoísta por não ter salvado o Jack em Titanic. 
E você novinho, também pode vir e curtir o que é festa de verdade!
TEENAGE 90, o melhor dos anos 90 vai ser aqui no STUDIO PUB, e você não pode perder!

E te prepara para tudo que vai rolar nesta edição: 

🎸Banda Teenage tocando ao vivo as músicas das bandas dos posters que enfeitavam as paredes do seu quarto naquela época: Estamos falando de BACKSTREETBOYS, NSYNC, SPICE GIRLS, BRITNEY, HANSON e muito mais 

🎤Karaokê à partir das 21h no palco do Studio Pub para você e seus amigos cantarem AS LONG AS YOU LOVE ME ... e muitos outros sucessos e mostrar o seu talento! PS: Sabemos que você não vai precisar nem olhar o monitor para ler a letra... você sabe a letra de cabo a rabo que eu seu! 

🎧E Fazendo o After tem o Dj Junior Soares discotecando os clips que eram febre na MTV dos anos 90! 

Os Ingressos antecipados saem por R$15,00 na bilheteria do Studio Pub ou online no Sympla! E se liga na PROMO: Se você nasceu nos anos 80/90, basta apresentar seu RG que você paga o valor de antecipado a noite toda!! 😱😍

Se liga na programação da Sexta, 08 de Junho! 
21:00h - Karaokê 
00:00h - Banda Teenage ao Vivo 
02:30h - Dj Junior Soares 

Evento para maiores de 18 anos.",,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1843924315668964/?type=3,2018-06-04 16:58:52,9,2,1,7,2,0,0,0,0,0,N/A
121706961234724_2035959939809407,"A nossa famosa parede de folhas! Quem nunca fez uma foto aqui? Hoje funcionaremos no jantar, a partir das 18h. #VemProSRB

Foto: @selenastilianidi

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",Timeline Photos,photo,https://www.facebook.com/SushiRuyBarbosa/photos/a.212123888859697.52109.121706961234724/2035959939809407/?type=3,2018-05-21 09:23:16,4,0,0,4,0,0,0,0,0,0,2
1075223355877711_1701690799897627,"❤ Faça logo sua reserva para o Dia dos Namorados #ElPatron ❤
O amor vai estar no ar, e nós queremos fazer parte da história de amor de vocês dois. Venha comemorar junto conosco o dia mais apaixonante do ano! 😍
🗓 Data: 12/06 (Terça-feira)
⏰ Horários: 1º 19:30 / 2º 21:40
💲 Pacote 1: R$ 280,00 (Entrada + Prato Principal + Sobremesa para o casal)
💲 Pacote 2: R$ 330,00 (Entrada + Prato Principal + Sobremesa + garrafa de Chandom para o casal)
☎ Reservas: (91) 98402-2006",Timeline Photos,photo,https://www.facebook.com/elpatronbelem/photos/a.1086193118114068.1073741828.1075223355877711/1701690799897627/?type=3,2018-05-25 17:04:22,6,2,1,6,0,0,0,0,0,0,2
806482059381296_2127855560577266,#ficadica,,video,https://www.facebook.com/blackdogenglishpub/videos/2127855560577266/,2018-05-10 14:56:58,0,0,0,0,0,0,0,0,0,0,0
284867051585421_1859717624100348,Ainda não almoçou? Aproveite as delícias do @domspettooficial 😋,Timeline Photos,photo,https://www.facebook.com/DomSpetto/photos/a.287258938012899.65679.284867051585421/1859717624100348/?type=3,2018-02-16 10:39:23,0,0,0,0,0,0,0,0,0,0,2
292079807493212_1976627312371778,"Guiozas de carne com jambú, molho de tucupi, melaço e shoyu... chega mais de pertinho pra conferir. 😏",,photo,https://www.facebook.com/RemansoDoBosque/photos/a.551160404918483.1073741829.292079807493212/1976627299038446/?type=3,2018-05-23 10:21:10,30,1,0,22,2,6,0,0,0,0,2
401325173272384_1892311934173693,"É sexta!!

Venha saborear o nosso menu à la carte que está delicioso.

#caponeristorante #estaçãodasdocas #belém",,photo,https://www.facebook.com/CaponeRistorante/photos/a.404761552928746.93629.401325173272384/1892311887507031/?type=3,2018-04-06 16:00:04,6,0,0,6,0,0,0,0,0,0,2
145954288799317_1786006448127418,"Já garantiu seu ingresso?? Dia 19 de Maio o Coliseu Do Rock te chama 🤘 

#StudioPubRockFestival UK x US EDITION ! O maior festival tributo do Norte e Nordeste do Brasil !",Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1786006448127418/?type=3,2018-04-08 08:07:08,3,0,1,1,2,0,0,0,0,0,2
374112855945373_1805571569466154,"Esta delícia já vem com todo o sabor de infância. Um bolo feito com massa macia, consistente e sem recheio. Vai bem com um cafezinho ou chá, no final da tarde ou em qualquer hora do dia experimente o Bolo Simples da Eti Mariqueti e transforme seus momentos.",Timeline Photos,photo,https://www.facebook.com/etimariqueti/photos/a.374119252611400.84918.374112855945373/1805571569466154/?type=3,2018-04-23 13:00:19,14,1,0,10,0,4,0,0,0,0,2
1097744557021807_1433386850124241,"Junta o squad, que o hoje a Ziggyridum de carnaval com Lauvaite Penoso vai botar todo mundo pra suar na pista ao som de um bocado de música doida de carnaval, minha gente. Só vamo. Entrada: R$ 15 a partir de 22h // R$ 20 a partir de 23h",,photo,https://www.facebook.com/ziggyhostelclub/photos/a.1109150315881231.1073741828.1097744557021807/1433385663457693/?type=3,2018-02-03 16:30:00,4,0,0,3,1,0,0,0,0,0,2
550551258323885_1680828361962830,"Afim de comemorar seu aniversário aos domingos aqui no Armazém? Só chamar a gente no whatsapp e mandar sua lista.
O numero para contato está na imagem. 😉",,photo,https://www.facebook.com/Armazemdomoreira/photos/a.558617040850640.1073741828.550551258323885/1680827731962893/?type=3,2018-04-17 15:58:43,248,1,2,240,7,1,0,0,0,0,N/A
806482059381296_2064160980280058,Abertos a partir das 18 horas. Toda segunda a gente faz precinho de happy hour á noite toda.,Timeline Photos,photo,https://www.facebook.com/blackdogenglishpub/photos/a.806537156042453.1073741828.806482059381296/2064160980280058/?type=3,2018-03-19 11:33:20,3,0,0,3,0,0,0,0,0,0,N/A
145954288799317_1751920588202671,"Sabe o que deixa sua quarta-feira melhor ainda? O Open Bar Night do Studio Pub! Cerveja à vontade das 18h às 23:30h, por apenas R$33,90!",Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1751920588202671/?type=3,2018-03-07 13:48:16,7,0,1,6,1,0,0,0,0,0,4
121706961234724_1982764095128992,"Com uma mistura de diferentes cores e texturas, o nosso clássico filhote Ruy Barbosa em crosta de Castanha do Pará com risoto de jambu e queijo coalho veio pra te conquistar. Não vai ficar só na vontade, né?

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",Timeline Photos,photo,https://www.facebook.com/SushiRuyBarbosa/photos/a.212123888859697.52109.121706961234724/1982764095128992/?type=3,2018-04-13 15:30:22,4,0,0,3,0,1,0,0,0,0,2
121706961234724_2031324896939578,"Qualidade e sofisticação de um jeito que você nunca viu. O novo SRB chega em breve!

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia",,video,https://www.facebook.com/SushiRuyBarbosa/videos/2031324896939578/,2018-05-18 08:02:47,0,0,0,0,0,0,0,0,0,0,N/A
767414033274068_1985649874783805,"Enquanto o almoço não chega, que tal saborear um petisco delicioso? Essa gostosura é feita com farinhas funcionais e produtos fresquinhos para seu consumo. Gostou? Vem experimentar!",Timeline Photos,photo,https://www.facebook.com/graoculinariasaudavel/photos/a.809742745707863.1073741828.767414033274068/1985649874783805/?type=3,2018-01-16 10:02:36,4,0,0,4,0,0,0,0,0,0,2
1491715331132829_1819354461702246,"Qual?
❤️",Timeline Photos,photo,https://www.facebook.com/malinosburger/photos/a.1491719347799094.1073741827.1491715331132829/1819354461702246/?type=3,2018-04-28 11:22:33,56,7,0,50,5,1,0,0,0,0,0
121706961234724_1994058123999589,"Ficamos sempre felizes com o retorno positivo de vocês. São 8 anos de tradição e dedicação na nossa cozinha e no atendimento. Avaliações assim enchem nossos corações de orgulho e nos fazem acreditar que estamos no caminho certo! 

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",Timeline Photos,photo,https://www.facebook.com/SushiRuyBarbosa/photos/a.212123888859697.52109.121706961234724/1994058123999589/?type=3,2018-04-21 16:00:59,5,0,0,5,0,0,0,0,0,0,5
2088581698033618_2495216337370150,É HOJE!!! Reza a lenda que quem não vier vai passar 20 anos sóbrio! Que a sorte do Irlandês e os potes de ouro estejam com vocês! Portões abertos ás 18h!,,video,https://www.facebook.com/ironpuboficial/videos/2495216337370150/,2018-03-17 14:09:00,11,0,2,8,3,0,0,0,0,0,2
145954288799317_1831161486945247,"Sábado tem SUPLA ao vivo em Belém fazendo o lançamento do seu novo Álbum! Show exclusivo! Garanta seu ingresso e não fique de fora!! Vendas no SYMPLA.com.br e na bilheteria do Studio Pub 

#Supla #SuplaemBelem #StudioPubBelem",,video,https://www.facebook.com/studiopubfanpage/videos/1831161486945247/,2018-05-23 05:40:30,1,0,1,1,0,0,0,0,0,0,N/A
145954288799317_1835616096499786,Domingo? Domingo é dia de RODÍZIO DE PIZZA 🍕 no @studiopubbelem !!!,Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1835616096499786/?type=3,2018-05-27 13:52:29,3,0,0,3,0,0,0,0,0,0,2
806482059381296_2143231732372982,#vemBD,Timeline Photos,photo,https://www.facebook.com/blackdogenglishpub/photos/a.806537156042453.1073741828.806482059381296/2143231732372982/?type=3,2018-05-23 15:27:01,1,0,0,1,0,0,0,0,0,0,0
116332215167626_1168384253295745,"Vem aí a quinta edição da festa MEU ❤️ É BREGA com as bandas AR-15, Nelsinho Rodrigues & Fruto sensual. Sexta 02 março. Ingressos à venda por valor promocional de 10 & 15 reais a partir da próxima segunda na Locus do Pátio Belém. Vai ser explosão total mais uma vez 💥💥",,status,,2018-01-30 22:37:55,270,114,6,200,58,10,0,1,1,0,N/A
806482059381296_2150333534996135,Terças a noite a gente tem o que? Jazz! Com ou sem greve. Somos movidos a música e cerveja. #vemBD,Timeline Photos,photo,https://www.facebook.com/blackdogenglishpub/photos/a.806537156042453.1073741828.806482059381296/2150333534996135/?type=3,2018-05-29 14:42:00,2,0,0,2,0,0,0,0,0,0,2
292079807493212_1853382324696278,"Aqui no Remanso do Bosque, trabalhamos com jardinagem também. O nosso mousse de chocolate do Combu não nos deixa mentir. 😌

Foto: Marcelo Yokoyama",,photo,https://www.facebook.com/RemansoDoBosque/photos/a.315327405168452.81397.292079807493212/1853379348029909/?type=3,2018-02-10 09:16:37,52,7,0,44,5,3,0,0,0,0,2
116332215167626_1163500510450786,QUE TIRO FOI ESSE ? Ruth Diva do Mormaço prova que chegará aos 50 anos nesta sexta toda gatinha & com sede de barrar os cheirosos sem RG. Sexta tem Baile das Novinhas edição 50 tons de Ruth 💥💥💥💥💥,,video,https://www.facebook.com/mormacobarearte/videos/1163500510450786/,2018-01-23 11:24:54,335,60,16,105,30,1,199,0,0,0,2
767414033274068_2147359751946149,"Você sabia que um canudinho de plástico demora 1 minuto para ser fabricado, mas, 100 anos para se decompor na natureza? Durante esses 100 anos, um simples descartável, pode prejudicar várias espécies marinhas. Peça a sua bebida sem canudinho, e ajude a retirar este mal dos oceanos. O Grão apoia essa idéia! 💚",Timeline Photos,photo,https://www.facebook.com/graoculinariasaudavel/photos/a.809742745707863.1073741828.767414033274068/2147359751946149/?type=3,2018-06-04 16:05:39,8,0,2,8,0,0,0,0,0,0,6
1097744557021807_1546701625459429,"Especialmente nesta semana, a nossa festinha Pop se mudou pra quarta-feira, véspera de feriado. Vai rolar happy hour, promoção de caipirinha e muita rebolação de raba até altas horas da matina. Entrada: FREE até 20h // R$ 10 após

> Quarta No Laço da Rabiola - Especial bagaceira (rsrsrs)",,photo,https://www.facebook.com/ziggyhostelclub/photos/a.1109150315881231.1073741828.1097744557021807/1546701275459464/?type=3,2018-05-29 14:10:00,4,0,0,4,0,0,0,0,0,0,N/A
178720798844054_1632241870158599,Botequim lotado no primeiro oficial samba com cerveja a 1 real,Photos from Botequim Belém's post,photo,https://www.facebook.com/BotequimBelemOficial/photos/a.983468595035933.1073741829.178720798844054/1632241716825281/?type=3,2018-05-18 21:21:28,29,1,2,29,0,0,0,0,0,0,4
389296111138369_1834112063323426,Marca aqui os seus amigos que vão encher uma mesa assim com você no Remanso do Peixe. 👭👫👬,,photo,https://www.facebook.com/RemansoDoPeixe/photos/a.519572961444016.1073741825.389296111138369/1834112049990094/?type=3,2018-02-25 09:11:41,33,0,0,31,2,0,0,0,0,0,N/A
145954288799317_1780272612034135,"Preparados para mais uma noite memorável? 
SAVE THE DATE! Pois a próxima edição do Studio Pub Rock Festival já tem Data e Local confirmados! 

STUDIO PUB ROCK FESTIVAL UK X US EDITION 2018 ! 

🗓19/05 - Abertura 17:00h
📍Insano Marina Club 

Fique ligado nas nossas redes sociais pois vamos divulgar tudo que vai rolar ao longo desta semana! 

#StudioPubRockFestival #UKxUS #Maio #2018 #studiopubbelem #studiopub",Timeline Photos,photo,https://www.facebook.com/studiopubfanpage/photos/a.371665246228219.84780.145954288799317/1780272612034135/?type=3,2018-04-02 18:21:42,44,11,1,32,10,2,0,0,0,0,2
